timestamp,baroPressurePa,baroTemperatureK,baroAltitudeM
277969,101872.998046875,298.24000015258787,47.10993042024432
278025,101877.001953125,298.35000076293943,47.47088200264021
278081,101884.99755859375,298.4400009155273,48.17148062321747
278137,101888.00048828125,298.51000061035154,48.44057589903118
278194,101886.99951171875,298.5599998474121,48.36274360667152
278250,101891.99829101562,298.60999908447263,48.80011329580943
278306,101890.00244140625,298.65,48.63523579361825
278362,101890.00244140625,298.6800006866455,48.64012141380568
278419,101894.00024414062,298.6999992370605,48.98678638180735
278475,101894.00024414062,298.72999992370603,48.991706493062004
278531,101896.00219726562,298.74000015258787,49.16533170205297
278587,101896.9970703125,298.76000061035154,49.25409623570803
278643,101897.998046875,298.7700008392334,49.341744406563386
278700,101896.00219726562,298.7799991607666,49.171914565090574
278756,101896.00219726562,298.7899993896484,49.17356035932576
278812,101894.00024414062,298.79999961853025,49.003186439851106
278868,101896.9970703125,298.79999961853025,49.26069054215515
278925,101896.00219726562,298.8099998474121,49.176851947796145
278981,101897.998046875,298.8200000762939,49.350001760275724
279037,101896.9970703125,298.8200000762939,49.26398785260313
279093,101896.00219726562,298.8200000762939,49.17849774203133
279150,101897.998046875,298.8200000762939,49.350001760275724
279206,101901.0009765625,298.83000030517576,49.60969954740543
279262,101896.9970703125,298.83000030517576,49.26563650782712
279318,101900.0,298.83000030517576,49.52368481379671
279375,101900.0,298.8400005340576,49.52534210450616
279431,101901.0009765625,298.8400005340576,49.61135971656424
279487,101896.9970703125,298.8400005340576,49.26728516305111
279543,101897.998046875,298.8400005340576,49.35330482775981
279600,101897.998046875,298.8400005340576,49.35330482775981
279656,101900.0,298.85000076293943,49.526999395215604
279712,101894.00024414062,298.85000076293943,49.01138662527552
279768,101900.0,298.85000076293943,49.526999395215604
279824,101900.0,298.85000076293943,49.526999395215604
279881,101894.00024414062,298.85000076293943,49.01138662527552
279937,101900.0,298.85999908447263,49.52865636982917
279993,101896.9970703125,298.85999908447263,49.27058215905026
280050,101896.9970703125,298.85999908447263,49.27058215905026
280106,101897.998046875,298.85999908447263,49.35660758024603
280162,101896.9970703125,298.85999908447263,49.27058215905026
280218,101900.0,298.85999908447263,49.52865636982917
280275,101897.998046875,298.85999908447263,49.35660758024603
280331,101895.00122070312,298.85999908447263,49.09905381947579
280387,101897.998046875,298.85999908447263,49.35660758024603
280443,101898.9990234375,298.86999931335447,49.44428672940271
280499,101901.0009765625,298.86999931335447,49.61633990739576
280556,101900.0,298.86999931335447,49.53031366053862
280612,101896.9970703125,298.85999908447263,49.27058215905026
280668,101903.0029296875,298.85999908447263,49.786724422366646
280724,101897.998046875,298.85999908447263,49.35660758024603
280781,101896.9970703125,298.86999931335447,49.27223081427424
280837,101897.998046875,298.86999931335447,49.35825911398806
280893,101901.0009765625,298.86999931335447,49.61633990739576
280949,101901.0009765625,298.86999931335447,49.61633990739576
281006,101902.001953125,298.86999931335447,49.70236546999458
281062,101892.99926757812,298.86999931335447,48.92863535380333
281118,101897.998046875,298.86999931335447,49.35825911398806
281174,101895.00122070312,298.86999931335447,49.100696735147274
281231,101897.998046875,298.86999931335447,49.35825911398806
281287,101895.00122070312,298.86999931335447,49.100696735147274
281343,101895.00122070312,298.86999931335447,49.100696735147274
281399,101898.9990234375,298.8799995422363,49.445941141639906
281456,101894.00024414062,298.86999931335447,49.0146663866402
281512,101901.0009765625,298.86999931335447,49.61633990739576
281568,101898.9990234375,298.8799995422363,49.445941141639906
281624,101896.9970703125,298.8799995422363,49.27387946949823
281681,101896.00219726562,298.8799995422363,49.18837219353932
281737,101897.998046875,298.8799995422363,49.3599106477301
281793,101898.9990234375,298.8799995422363,49.445941141639906
281849,101902.001953125,298.8799995422363,49.70402851757986
